Original_Index,type,desc,text,remedial,tokenized_desc,tokenized_text
413,CAAZ_SIGN_IPLS,SIGNS – PROHIBITED PLACEMENT –BUS,"Section 17.32.050 (E) - Prohibited Signs: Signs placed upon bus benches, bus shelters, or waste receptacles [are prohibited].",,"['SIGNS', '–', 'PROHIBITED', 'PLACEMENT', '–BUS']","['Section', '17.32.050', '(', 'E', ')', '-', 'Prohibited', 'Signs', ':', 'Signs', 'placed', 'upon', 'bus', 'benches', ',', 'bus', 'shelters', ',', 'or', 'waste', 'receptacles', '[', 'are', 'prohibited', ']', '.']"
414,CAAZ_SIGN_IPPP,SIGNS – PROHIBITED PLACEMENT – PUBLIC,Section 17.32.050 (F) - Prohibited Signs: Signs erected on public property (such as private utility poles) located on public property [are prohibited].,,"['SIGNS', '–', 'PROHIBITED', 'PLACEMENT', '–', 'PUBLIC']","['Section', '17.32.050', '(', 'F', ')', '-', 'Prohibited', 'Signs', ':', 'Signs', 'erected', 'on', 'public', 'property', '(', 'such', 'as', 'private', 'utility', 'poles', ')', 'located', 'on', 'public', 'property', '[', 'are', 'prohibited', ']', '.']"
415,CAAZ_SIGN_MAINT,SIGN MAINTENANCE,Section 17.32.020 (B) (3) - Maintenance: All signs shall be maintained in good surface and structural condition and in compliance with all building and electrical codes.,,"['SIGN', 'MAINTENANCE']","['Section', '17.32.020', '(', 'B', ')', '(', '3', ')', '-', 'Maintenance', ':', 'All', 'signs', 'shall', 'be', 'maintained', 'in', 'good', 'surface', 'and', 'structural', 'condition', 'and', 'in', 'compliance', 'with', 'all', 'building', 'and', 'electrical', 'codes', '.']"
416,CAAZ_SIGN_MAT,SIGN MATERIAL,Section 17.32.020 (B) (2) - Permanency Required: All signs shall be constructed of permanent materials and shall be permanently affixed to the ground or building.,,"['SIGN', 'MATERIAL']","['Section', '17.32.020', '(', 'B', ')', '(', '2', ')', '-', 'Permanency', 'Required', ':', 'All', 'signs', 'shall', 'be', 'constructed', 'of', 'permanent', 'materials', 'and', 'shall', 'be', 'permanently', 'affixed', 'to', 'the', 'ground', 'or', 'building', '.']"
417,CAAZ_SIGN_MOTION,ELECTRONIC SIGN (LED) DISPLAY MOTION,"Section 17.32.050 (G) (3) - Prohibited Signs: Sign display areas with varying light illumination and/or intensity, blinking, bursting, dissolving, distorting, fading, flashing, oscillating, rotating, scrolling, sequencing, shimmering, sparkling, streaming, traveling, tracing, twinkling, simulated movement, or convey the illusion of movement.",,"['ELECTRONIC', 'SIGN', '(', 'LED', ')', 'DISPLAY', 'MOTION']","['Section', '17.32.050', '(', 'G', ')', '(', '3', ')', '-', 'Prohibited', 'Signs', ':', 'Sign', 'display', 'areas', 'with', 'varying', 'light', 'illumination', 'and/or', 'intensity', ',', 'blinking', ',', 'bursting', ',', 'dissolving', ',', 'distorting', ',', 'fading', ',', 'flashing', ',', 'oscillating', ',', 'rotating', ',', 'scrolling', ',', 'sequencing', ',', 'shimmering', ',', 'sparkling', ',', 'streaming', ',', 'traveling', ',', 'tracing', ',', 'twinkling', ',', 'simulated', 'movement', ',', 'or', 'convey', 'the', 'illusion', 'of', 'movement', '.']"
418,CAAZ_SIGN_PERMIT,SIGN PERMIT REQUIRED,"Section 17.40.510 - Sign permit required: Signs constructed, erected or altered without a permit shall be illegal.",,"['SIGN', 'PERMIT', 'REQUIRED']","['Section', '17.40.510', '-', 'Sign', 'permit', 'required', ':', 'Signs', 'constructed', ',', 'erected', 'or', 'altered', 'without', 'a', 'permit', 'shall', 'be', 'illegal', '.']"
419,CAAZ_SIGN_PERMIT_REQ,SIGN PERMIT REQUIRED,"Section 17.40.520 – Illegal Signs – Permit Required: Signs constructed, erected, or altered without a permit as required by Article XI of the Zoning Code or by the provisions of prior regulations shall be illegal.",,"['SIGN', 'PERMIT', 'REQUIRED']","['Section', '17.40.520', '–', 'Illegal', 'Signs', '–', 'Permit', 'Required', ':', 'Signs', 'constructed', ',', 'erected', ',', 'or', 'altered', 'without', 'a', 'permit', 'as', 'required', 'by', 'Article', 'XI', 'of', 'the', 'Zoning', 'Code', 'or', 'by', 'the', 'provisions', 'of', 'prior', 'regulations', 'shall', 'be', 'illegal', '.']"
420,CAAZ_SIGN_POLEN,PROHIBITED ON POSTS AND POLES,"Section 6.04.010 - Prohibited on posts and poles. It is unlawful for any person to affix in any manner any sign, placard, poster, card, banner or other indicia of the interests of any person, group or organization on any post or pole, including, but not limited to, light and telephone poles, on any street, sidewalk, thoroughfare or public right-of-way within the jurisdiction of the metropolitan government. ",,"['PROHIBITED', 'ON', 'POSTS', 'AND', 'POLES']","['Section', '6.04.010', '-', 'Prohibited', 'on', 'posts', 'and', 'poles', '.', 'It', 'is', 'unlawful', 'for', 'any', 'person', 'to', 'affix', 'in', 'any', 'manner', 'any', 'sign', ',', 'placard', ',', 'poster', ',', 'card', ',', 'banner', 'or', 'other', 'indicia', 'of', 'the', 'interests', 'of', 'any', 'person', ',', 'group', 'or', 'organization', 'on', 'any', 'post', 'or', 'pole', ',', 'including', ',', 'but', 'not', 'limited', 'to', ',', 'light', 'and', 'telephone', 'poles', ',', 'on', 'any', 'street', ',', 'sidewalk', ',', 'thoroughfare', 'or', 'public', 'right-of-way', 'within', 'the', 'jurisdiction', 'of', 'the', 'metropolitan', 'government', '.']"
422,CAAZ_SIGN_PROHB,PROHIBITED SIGNS,"Section 17.32.050 - Prohibited Signs: It is unlawful to erect, cause to be erected, maintain or cause to be maintained, any sign not expressly authorized by, or exempted from, this title.",,"['PROHIBITED', 'SIGNS']","['Section', '17.32.050', '-', 'Prohibited', 'Signs', ':', 'It', 'is', 'unlawful', 'to', 'erect', ',', 'cause', 'to', 'be', 'erected', ',', 'maintain', 'or', 'cause', 'to', 'be', 'maintained', ',', 'any', 'sign', 'not', 'expressly', 'authorized', 'by', ',', 'or', 'exempted', 'from', ',', 'this', 'title', '.']"
423,CAAZ_SIGN_ROW, SIGNS IN ROW,Section 17.32.050 - Prohibited location:  Signs located on public property or on private property (such as private utility poles) located on public property.,,"['SIGNS', 'IN', 'ROW']","['Section', '17.32.050', '-', 'Prohibited', 'location', ':', 'Signs', 'located', 'on', 'public', 'property', 'or', 'on', 'private', 'property', '(', 'such', 'as', 'private', 'utility', 'poles', ')', 'located', 'on', 'public', 'property', '.']"
424,CAAZ_SIGN_TEMP,ON-PREMISES TEMPORARY SIGNS,"Section 17.32.060 -  On-premises temporary signs may be a ground sign or building sign and may not be operated by electrical, electronic or mechanical parts.",,"['ON-PREMISES', 'TEMPORARY', 'SIGNS']","['Section', '17.32.060', '-', 'On-premises', 'temporary', 'signs', 'may', 'be', 'a', 'ground', 'sign', 'or', 'building', 'sign', 'and', 'may', 'not', 'be', 'operated', 'by', 'electrical', ',', 'electronic', 'or', 'mechanical', 'parts', '.']"
425,CAAZ_SIGN_TIMING,ELECTRONIC SIGN (LED) DISPLAY TIMING,"Section 17.32.050(G) (1) - Prohibited Signs: Signs with any copy, graphics, or digital displays that change messages by electronic or mechanical means, where the copy, graphics, or digital display does not remain fixed, static, motionless, and non-flashing for a period of eight seconds with all copy changes occurring instantaneously without any special effects.",,"['ELECTRONIC', 'SIGN', '(', 'LED', ')', 'DISPLAY', 'TIMING']","['Section', '17.32.050', '(', 'G', ')', '(', '1', ')', '-', 'Prohibited', 'Signs', ':', 'Signs', 'with', 'any', 'copy', ',', 'graphics', ',', 'or', 'digital', 'displays', 'that', 'change', 'messages', 'by', 'electronic', 'or', 'mechanical', 'means', ',', 'where', 'the', 'copy', ',', 'graphics', ',', 'or', 'digital', 'display', 'does', 'not', 'remain', 'fixed', ',', 'static', ',', 'motionless', ',', 'and', 'non-flashing', 'for', 'a', 'period', 'of', 'eight', 'seconds', 'with', 'all', 'copy', 'changes', 'occurring', 'instantaneously', 'without', 'any', 'special', 'effects', '.']"
426,CAAZ_SIGN_UNSAILL,UNSAFE OR ILLEGAL SIGN,"Section 17.40.510 (B) (1) - Illegal Signs - Signs constructed, erected or altered without a permit as required by this article or by the provisions of prior regulations shall be illegal.",,"['UNSAFE', 'OR', 'ILLEGAL', 'SIGN']","['Section', '17.40.510', '(', 'B', ')', '(', '1', ')', '-', 'Illegal', 'Signs', '-', 'Signs', 'constructed', ',', 'erected', 'or', 'altered', 'without', 'a', 'permit', 'as', 'required', 'by', 'this', 'article', 'or', 'by', 'the', 'provisions', 'of', 'prior', 'regulations', 'shall', 'be', 'illegal', '.']"
427,CAAZ_SIGN_VEHP,SIGNS – PROHIBITED (VEHICLE SIGNS),"Section 17.32.050 (Q) - Prohibited Signs: Signs attached to, suspended from or painted on any motor vehicle, trailer or other equipment in: (2) Nonresidential districts. [Vehicles] regularly parked on the premises shall be confined to the portion of the property behind the front line of the building (when not being loaded).",,"['SIGNS', '–', 'PROHIBITED', '(', 'VEHICLE', 'SIGNS', ')']","['Section', '17.32.050', '(', 'Q', ')', '-', 'Prohibited', 'Signs', ':', 'Signs', 'attached', 'to', ',', 'suspended', 'from', 'or', 'painted', 'on', 'any', 'motor', 'vehicle', ',', 'trailer', 'or', 'other', 'equipment', 'in', ':', '(', '2', ')', 'Nonresidential', 'districts', '.', '[', 'Vehicles', ']', 'regularly', 'parked', 'on', 'the', 'premises', 'shall', 'be', 'confined', 'to', 'the', 'portion', 'of', 'the', 'property', 'behind', 'the', 'front', 'line', 'of', 'the', 'building', '(', 'when', 'not', 'being', 'loaded', ')', '.']"
428,CAAZ_SIGN_WIND,SIGNS  – PROHIBITED - WIND,"Section 17.32.050 (O) - Prohibited Signs: Signs, commonly referred to as wind signs, consisting of one or more flags which are not otherwise exempted, pennants, ribbons, spinners, streamers or captive balloons which are less than ten feet in their greatest diameter, or other objects or material fastened in such a manner as to move upon being subjected to pressure by wind.",,"['SIGNS', '–', 'PROHIBITED', '-', 'WIND']","['Section', '17.32.050', '(', 'O', ')', '-', 'Prohibited', 'Signs', ':', 'Signs', ',', 'commonly', 'referred', 'to', 'as', 'wind', 'signs', ',', 'consisting', 'of', 'one', 'or', 'more', 'flags', 'which', 'are', 'not', 'otherwise', 'exempted', ',', 'pennants', ',', 'ribbons', ',', 'spinners', ',', 'streamers', 'or', 'captive', 'balloons', 'which', 'are', 'less', 'than', 'ten', 'feet', 'in', 'their', 'greatest', 'diameter', ',', 'or', 'other', 'objects', 'or', 'material', 'fastened', 'in', 'such', 'a', 'manner', 'as', 'to', 'move', 'upon', 'being', 'subjected', 'to', 'pressure', 'by', 'wind', '.']"
429,CAAZ_SIGN_WINDOW,WINDOW SIGNS AND DISPLAY,Section 17.32.040 - Window signs/displays:  Temporary signs or displays located on or behind storefront windows shall not cover more than 25% of the total surface area of the storefront window.,,"['WINDOW', 'SIGNS', 'AND', 'DISPLAY']","['Section', '17.32.040', '-', 'Window', 'signs/displays', ':', 'Temporary', 'signs', 'or', 'displays', 'located', 'on', 'or', 'behind', 'storefront', 'windows', 'shall', 'not', 'cover', 'more', 'than', '25', '%', 'of', 'the', 'total', 'surface', 'area', 'of', 'the', 'storefront', 'window', '.']"
430,CAAZ_USE_NOT_PERMIT,USE NOT PERMITTED,Section 17.08.030 – Use Not Permitted: The use of the property is not in compliance with the applicable provisions of the Metro Zoning Ordinance.  -,,"['USE', 'NOT', 'PERMITTED']","['Section', '17.08.030', '–', 'Use', 'Not', 'Permitted', ':', 'The', 'use', 'of', 'the', 'property', 'is', 'not', 'in', 'compliance', 'with', 'the', 'applicable', 'provisions', 'of', 'the', 'Metro', 'Zoning', 'Ordinance', '.', '-']"
431,CAAZT_FULL_COMPLANCE,CERTIFICATE OF COMPLIANCE,"Section 17.40.580 - Following issuance of a zoning permit, no structure or zone lot shall be used or occupied until the zoning administrator has certified in a final inspection that the property is in full compliance with all applicable provisions of this zoning code. The certified of compliance shall be posted within the building in a manner viewable by the public. Issuance of a certificate of compliance shall not be construed as waiving any provision of this zoning code. (Ordinance 96-555  10.12(G), 1997).",,"['CERTIFICATE', 'OF', 'COMPLIANCE']","['Section', '17.40.580', '-', 'Following', 'issuance', 'of', 'a', 'zoning', 'permit', ',', 'no', 'structure', 'or', 'zone', 'lot', 'shall', 'be', 'used', 'or', 'occupied', 'until', 'the', 'zoning', 'administrator', 'has', 'certified', 'in', 'a', 'final', 'inspection', 'that', 'the', 'property', 'is', 'in', 'full', 'compliance', 'with', 'all', 'applicable', 'provisions', 'of', 'this', 'zoning', 'code', '.', 'The', 'certified', 'of', 'compliance', 'shall', 'be', 'posted', 'within', 'the', 'building', 'in', 'a', 'manner', 'viewable', 'by', 'the', 'public', '.', 'Issuance', 'of', 'a', 'certificate', 'of', 'compliance', 'shall', 'not', 'be', 'construed', 'as', 'waiving', 'any', 'provision', 'of', 'this', 'zoning', 'code', '.', '(', 'Ordinance', '96-555', '10.12', '(', 'G', ')', ',', '1997', ')', '.']"
432,CAAZT_TREE_MAINT,MAINTAIN LANDSCAPE MATERIAL,Section 17.24.080. Failure of maintenance of required landscape materials. Replace any dead or missing plant material as shown on the approved landscape plan. All trees planted to meet this requirement must be at least 6 feet tall and 2 inches caliper at planting. Any staking that has been left on trees needs to be removed. It is IMPERATIVE that you call for an inspection when the violation has been corrected.,,"['MAINTAIN', 'LANDSCAPE', 'MATERIAL']","['Section', '17.24.080', '.', 'Failure', 'of', 'maintenance', 'of', 'required', 'landscape', 'materials', '.', 'Replace', 'any', 'dead', 'or', 'missing', 'plant', 'material', 'as', 'shown', 'on', 'the', 'approved', 'landscape', 'plan', '.', 'All', 'trees', 'planted', 'to', 'meet', 'this', 'requirement', 'must', 'be', 'at', 'least', '6', 'feet', 'tall', 'and', '2', 'inches', 'caliper', 'at', 'planting', '.', 'Any', 'staking', 'that', 'has', 'been', 'left', 'on', 'trees', 'needs', 'to', 'be', 'removed', '.', 'It', 'is', 'IMPERATIVE', 'that', 'you', 'call', 'for', 'an', 'inspection', 'when', 'the', 'violation', 'has', 'been', 'corrected', '.']"
434,CAAZT_TREE_PERMIT,TREE REMOVAL PERMIT,Section 17.40.470.  Failure to obtain a tree removal permit.,,"['TREE', 'REMOVAL', 'PERMIT']","['Section', '17.40.470', '.', 'Failure', 'to', 'obtain', 'a', 'tree', 'removal', 'permit', '.']"
435,CAAZT_TREE_PLANS,COMPLY WITH APPROVED PLANS,Section 17.24. Failure to comply with approved landscape site plan.,,"['COMPLY', 'WITH', 'APPROVED', 'PLANS']","['Section', '17.24', '.', 'Failure', 'to', 'comply', 'with', 'approved', 'landscape', 'site', 'plan', '.']"
436,CAAZT_TREE_PROTEC,TREE PROTECTION,Section 17.24.090.  Failure to adhere to tree protection zone requirements.,,"['TREE', 'PROTECTION']","['Section', '17.24.090', '.', 'Failure', 'to', 'adhere', 'to', 'tree', 'protection', 'zone', 'requirements', '.']"
437,CAAZT_TREE_REMOVAL,HAZARDOUS TREE REMOVAL,"Section 2.104.050 If the Urban Forester is informed of a private tree that falls within the definition of a hazard tree,",,"['HAZARDOUS', 'TREE', 'REMOVAL']","['Section', '2.104.050', 'If', 'the', 'Urban', 'Forester', 'is', 'informed', 'of', 'a', 'private', 'tree', 'that', 'falls', 'within', 'the', 'definition', 'of', 'a', 'hazard', 'tree', ',']"
521,CAHC_ILLEG_DUMCN,ILLEGAL DUMPING - CONTAINER,Section 10.20.130 (B) - It is unlawful for any person to dispose of or cause to be disposed any waste in any private receptacle other than the person's own private receptacle or unless authorized to do so by the owner of the private receptacle.,,"['ILLEGAL', 'DUMPING', '-', 'CONTAINER']","['Section', '10.20.130', '(', 'B', ')', '-', 'It', 'is', 'unlawful', 'for', 'any', 'person', 'to', 'dispose', 'of', 'or', 'cause', 'to', 'be', 'disposed', 'any', 'waste', 'in', 'any', 'private', 'receptacle', 'other', 'than', 'the', 'person', ""'s"", 'own', 'private', 'receptacle', 'or', 'unless', 'authorized', 'to', 'do', 'so', 'by', 'the', 'owner', 'of', 'the', 'private', 'receptacle', '.']"
522,CAHC_ILLEGAL_DUM,ILLEGAL DUMPING - PROPERTY,Section 10.20.130 (A) – Dumping permitted in designated places only. It is unlawful for any person to dispose of any waste upon any property other than a disposal facility designated and approved by the Metropolitan Government.,,"['ILLEGAL', 'DUMPING', '-', 'PROPERTY']","['Section', '10.20.130', '(', 'A', ')', '–', 'Dumping', 'permitted', 'in', 'designated', 'places', 'only', '.', 'It', 'is', 'unlawful', 'for', 'any', 'person', 'to', 'dispose', 'of', 'any', 'waste', 'upon', 'any', 'property', 'other', 'than', 'a', 'disposal', 'facility', 'designated', 'and', 'approved', 'by', 'the', 'Metropolitan', 'Government', '.']"
709,CAZZ_SGN_PROHBHARM,PROHIBITED SIGN - HARMFUL,Section 17.32.050 (R ) - Prohibited Signs (Harmful): signs displaying copy that is harmful to minors as defined by this title.,,"['PROHIBITED', 'SIGN', '-', 'HARMFUL']","['Section', '17.32.050', '(', 'R', ')', '-', 'Prohibited', 'Signs', '(', 'Harmful', ')', ':', 'signs', 'displaying', 'copy', 'that', 'is', 'harmful', 'to', 'minors', 'as', 'defined', 'by', 'this', 'title', '.']"
726,CAAA_STRP_PERMIT,STRP Permit Required,Section 6.28.030 ( C) STRP Permit Required: No person or entity shall operate a STRP or advertise a residential property for use as a STRP without the owner of the property first having obtained a STRP permit issued by the department of codes administration.,,"['STRP', 'Permit', 'Required']","['Section', '6.28.030', '(', 'C', ')', 'STRP', 'Permit', 'Required', ':', 'No', 'person', 'or', 'entity', 'shall', 'operate', 'a', 'STRP', 'or', 'advertise', 'a', 'residential', 'property', 'for', 'use', 'as', 'a', 'STRP', 'without', 'the', 'owner', 'of', 'the', 'property', 'first', 'having', 'obtained', 'a', 'STRP', 'permit', 'issued', 'by', 'the', 'department', 'of', 'codes', 'administration', '.']"
